Epoch,Train Loss,Val Loss,Val PSNR (dB),Val SSIM,LR
1,0.20221911370754242,0.18088966608047485,22.912859688439262,0.3780922442674637,9.984740801978984e-05
2,0.144020464271307,0.18110734224319458,22.96835134396002,0.37492747977375984,9.939057285945931e-05
3,0.12841209036758147,0.11354539446208788,25.014939444182424,0.6550199190235656,9.923892020949328e-05
4,0.11464390693658806,0.11107845150906107,24.87896381631303,0.671179635450244,9.878489724861184e-05
5,0.11110183384763189,0.10704582152159317,25.244287110295044,0.6816290842936091,9.803130317934678e-05
6,0.10943477042468197,0.10359636078710141,25.581356398043614,0.6912363750617141,9.698278415973059e-05
7,0.10831676407391766,0.10790432179751604,25.265389450154306,0.6774434205144644,9.564580465818714e-05
8,0.10756478262953012,0.10270732058131177,25.490438906925558,0.6964160865577667,9.402860759793425e-05
